product_id,category_id,bounding_box,occlusion,viewpoint,zoom-in,image,pattern,color
P03701,1,"[0, 152, 465, 624]",1,2,2,003701.jpg,printed,Gray
P03704,1,"[37, 170, 334, 701]",1,2,2,003704.jpg,plain,Gray
P03706,1,"[54, 214, 457, 959]",1,2,2,003706.jpg,plain,Gray
P03709,1,"[16, 55, 259, 415]",1,1,1,003709.jpg,plain,Gray
P03710,1,"[0, 53, 262, 430]",1,1,2,003710.jpg,plain,Gray
P03711,1,"[2, 1, 458, 604]",1,1,2,003711.jpg,printed,Gray
P03712,1,"[0, 2, 465, 621]",1,2,2,003712.jpg,plain,Gray
P03713,1,"[1, 80, 465, 624]",2,2,3,003713.jpg,printed,Gray
P03714,1,"[0, 11, 350, 467]",1,1,2,003714.jpg,printed,Gray
P03716,1,"[0, 20, 350, 423]",1,1,2,003716.jpg,printed,Gray
P03717,1,"[0, 59, 467, 624]",1,1,3,003717.jpg,printed,Gray
P03718,1,"[26, 0, 467, 619]",1,1,2,003718.jpg,plain,Gray
P03719,1,"[137, 228, 319, 532]",2,2,1,003719.jpg,printed,Gray
P03720,1,"[16, 5, 342, 415]",1,1,1,003720.jpg,plain,Gray
P03727,0,"[0, 75, 273, 371]",1,2,2,003727.jpg,plain,Tan
P03731,0,"[0, 53, 466, 686]",1,1,2,003731.jpg,plain,Silver
P03732,0,"[14, 58, 556, 639]",2,2,1,003732.jpg,plain,Tan
P03734,11,"[187, 200, 283, 473]",1,3,1,003734.jpg,printed,Charcoal
P03735,11,"[323, 536, 522, 963]",2,3,1,003735.jpg,plain,Gray
P03736,11,"[367, 238, 463, 499]",1,3,1,003736.jpg,printed,Gray
P03737,11,"[357, 588, 582, 1004]",2,3,1,003737.jpg,plain,Gray
P03738,11,"[348, 456, 611, 995]",3,3,1,003738.jpg,printed,Tan
P03739,11,"[228, 102, 520, 591]",1,3,3,003739.jpg,plain,Gray
P03740,11,"[267, 537, 441, 940]",2,3,1,003740.jpg,plain,Gray
P03741,11,"[349, 253, 542, 584]",2,2,2,003741.jpg,plain,Gray
P03742,11,"[243, 0, 729, 514]",1,2,3,003742.jpg,plain,Gray
P03743,11,"[359, 0, 537, 327]",1,3,2,003743.jpg,printed,Tan
P03744,11,"[127, 184, 348, 673]",2,3,1,003744.jpg,printed,Gray
P03745,11,"[293, 2, 548, 517]",2,2,2,003745.jpg,plain,Gray
P03746,11,"[294, 549, 444, 949]",2,2,1,003746.jpg,printed,Gray
P03747,1,"[23, 274, 184, 423]",2,2,1,003747.jpg,plain,Silver
P03748,1,"[0, 107, 467, 623]",1,1,2,003748.jpg,plain,Gray
P03749,1,"[107, 223, 328, 470]",2,2,1,003749.jpg,plain,Gray
P03750,1,"[0, 231, 460, 623]",2,3,2,003750.jpg,printed,Tan
P03753,1,"[27, 138, 440, 622]",2,1,1,003753.jpg,printed,Silver
P03768,6,"[0, 140, 467, 522]",1,1,2,003768.jpg,plain,Charcoal
P03810,11,"[111, 109, 385, 549]",2,2,1,003810.jpg,printed,Gray
P03811,11,"[105, 32, 362, 403]",2,2,1,003811.jpg,plain,Charcoal
P03812,11,"[0, 246, 466, 623]",1,2,2,003812.jpg,printed,Gray
P03813,11,"[21, 224, 462, 629]",1,2,2,003813.jpg,printed,Gray
P03814,11,"[2, 243, 465, 637]",1,2,2,003814.jpg,plain,Charcoal
P03815,11,"[31, 131, 346, 625]",1,2,2,003815.jpg,printed,Gray
P03816,11,"[167, 146, 705, 710]",2,2,2,003816.jpg,plain,Gray
P03817,11,"[387, 313, 582, 624]",3,2,1,003817.jpg,plain,Gray
P03818,11,"[362, 477, 508, 690]",2,2,1,003818.jpg,plain,Gray
P03819,11,"[228, 403, 471, 770]",2,2,1,003819.jpg,plain,Gray
P03820,11,"[270, 173, 667, 726]",2,2,1,003820.jpg,plain,Gray
P03821,11,"[124, 395, 517, 839]",2,2,2,003821.jpg,printed,Gray
P03822,11,"[172, 166, 628, 831]",2,2,1,003822.jpg,plain,Gray
P03823,11,"[103, 223, 373, 643]",2,2,1,003823.jpg,printed,Gray
P03824,11,"[112, 342, 473, 755]",2,2,2,003824.jpg,printed,Gray
P03825,11,"[199, 406, 479, 759]",2,3,1,003825.jpg,printed,Gray
P03826,11,"[132, 379, 440, 792]",3,2,1,003826.jpg,plain,Gray
P03843,4,"[73, 277, 403, 623]",1,3,2,003843.jpg,plain,Gray
P03850,4,"[0, 0, 467, 595]",1,1,3,003850.jpg,plain,Charcoal
P03852,4,"[0, 101, 466, 623]",1,1,2,003852.jpg,plain,Charcoal
P03858,4,"[32, 155, 236, 392]",1,2,1,003858.jpg,plain,Tan
P03861,4,"[66, 181, 274, 406]",1,2,2,003861.jpg,printed,Gray
P03862,4,"[41, 59, 407, 565]",1,2,1,003862.jpg,plain,Gray
P03863,4,"[0, 0, 466, 654]",1,1,3,003863.jpg,printed,Charcoal
P03864,4,"[0, 70, 466, 578]",1,1,2,003864.jpg,printed,Gray
P03865,4,"[71, 0, 438, 262]",1,1,2,003865.jpg,plain,Gray
P03868,4,"[143, 271, 499, 656]",2,2,2,003868.jpg,plain,Charcoal
P03871,11,"[207, 164, 297, 396]",1,2,1,003871.jpg,printed,Gray
P03872,11,"[55, 0, 452, 623]",1,2,2,003872.jpg,plain,Gray
P03873,11,"[93, 131, 149, 272]",2,2,1,003873.jpg,plain,Gray
P03874,11,"[36, 0, 299, 399]",1,2,3,003874.jpg,plain,Tan
P03875,11,"[0, 47, 326, 605]",1,2,2,003875.jpg,plain,Gray
P03876,11,"[150, 255, 320, 668]",1,2,1,003876.jpg,printed,Gray
P03877,11,"[266, 235, 416, 768]",1,3,1,003877.jpg,plain,Gray
P03878,11,"[285, 186, 446, 596]",1,3,1,003878.jpg,plain,Silver
P03879,11,"[232, 171, 565, 681]",2,2,2,003879.jpg,plain,Tan
P03880,11,"[151, 192, 364, 578]",1,2,1,003880.jpg,printed,Silver
P03881,11,"[287, 206, 503, 777]",2,3,2,003881.jpg,plain,Tan
P03882,11,"[264, 265, 476, 728]",1,2,2,003882.jpg,plain,Gray
P03883,11,"[157, 167, 347, 695]",2,2,1,003883.jpg,printed,Tan
P03884,11,"[356, 214, 539, 675]",2,2,2,003884.jpg,plain,Tan
P03885,11,"[290, 229, 487, 590]",1,2,1,003885.jpg,printed,Silver
P03886,11,"[427, 212, 608, 732]",1,3,1,003886.jpg,plain,Tan
P03887,11,"[299, 192, 448, 582]",2,2,1,003887.jpg,plain,Gray
P03888,11,"[286, 237, 460, 704]",2,2,1,003888.jpg,printed,Tan
P03889,11,"[315, 223, 477, 681]",2,3,2,003889.jpg,plain,Tan
P03890,11,"[298, 239, 499, 764]",1,2,1,003890.jpg,plain,Gray
P03891,11,"[291, 140, 474, 625]",2,3,2,003891.jpg,plain,Tan
P03892,11,"[120, 172, 353, 701]",1,2,2,003892.jpg,plain,Gray
P03893,11,"[233, 206, 516, 676]",2,3,1,003893.jpg,plain,Gray
P03894,11,"[281, 236, 484, 760]",2,2,1,003894.jpg,printed,Tan
P03895,11,"[324, 173, 467, 585]",2,3,2,003895.jpg,plain,Tan
P03896,1,"[1, 59, 465, 548]",1,1,2,003896.jpg,plain,Charcoal
P03898,1,"[0, 120, 466, 623]",2,2,3,003898.jpg,plain,Charcoal
P03903,1,"[103, 266, 466, 623]",1,2,2,003903.jpg,plain,Charcoal
P03904,1,"[0, 100, 465, 539]",1,1,2,003904.jpg,plain,Gray
P03906,1,"[0, 123, 465, 526]",1,1,2,003906.jpg,plain,Charcoal
P03939,1,"[3, 238, 466, 631]",1,2,2,003939.jpg,printed,Charcoal
P03941,3,"[1, 22, 466, 708]",1,1,2,003941.jpg,printed,Charcoal
P03943,1,"[0, 202, 466, 623]",2,2,3,003943.jpg,printed,Gray
P03944,1,"[0, 24, 465, 746]",1,1,2,003944.jpg,printed,Charcoal
P03945,1,"[1, 322, 464, 824]",2,2,3,003945.jpg,printed,Gray
P03947,1,"[0, 21, 465, 624]",1,1,2,003947.jpg,plain,Charcoal
P03948,1,"[0, 234, 466, 631]",1,2,2,003948.jpg,printed,Charcoal
P03949,1,"[80, 230, 279, 443]",2,2,1,003949.jpg,printed,Charcoal
P03963,10,"[39, 151, 425, 623]",1,2,2,003963.jpg,plain,Gray
P03964,10,"[0, 351, 467, 829]",2,2,3,003964.jpg,plain,Tan
P03965,10,"[21, 314, 467, 829]",2,2,2,003965.jpg,plain,Tan
P03966,10,"[38, 122, 233, 386]",1,2,1,003966.jpg,plain,Gray
P03967,10,"[219, 292, 487, 843]",1,3,1,003967.jpg,printed,Bronze
P03968,10,"[176, 298, 481, 842]",1,2,1,003968.jpg,printed,Bronze
P03969,10,"[66, 253, 363, 672]",1,3,1,003969.jpg,printed,Bronze
P03970,10,"[135, 162, 394, 526]",1,2,1,003970.jpg,plain,Gray
P03971,10,"[131, 320, 639, 953]",1,2,2,003971.jpg,plain,Silver
P03972,10,"[99, 245, 490, 845]",1,2,1,003972.jpg,plain,Gray
P03973,10,"[101, 401, 639, 949]",1,2,2,003973.jpg,printed,Tan
P03974,10,"[90, 346, 500, 928]",1,3,1,003974.jpg,printed,Bronze
P03975,10,"[130, 254, 458, 683]",1,2,1,003975.jpg,printed,Bronze
P03976,10,"[0, 379, 536, 959]",1,2,2,003976.jpg,stripes,Silver
P03977,10,"[132, 343, 505, 903]",1,2,1,003977.jpg,plain,Gray
P03978,10,"[160, 209, 479, 646]",1,2,1,003978.jpg,printed,Bronze
P03979,10,"[178, 272, 447, 691]",1,3,1,003979.jpg,plain,Gray
P03980,10,"[191, 292, 570, 870]",1,3,1,003980.jpg,printed,Gray
P03981,10,"[177, 310, 509, 852]",1,2,1,003981.jpg,printed,Bronze
P03982,10,"[155, 273, 608, 937]",1,2,1,003982.jpg,plain,Gray
P03983,10,"[182, 226, 538, 717]",1,2,1,003983.jpg,plain,Gray
P03988,3,"[242, 121, 524, 572]",1,3,1,003988.jpg,printed,Gray
P03999,0,"[0, 11, 466, 365]",1,1,2,003999.jpg,plain,Rust
P04003,0,"[1, 67, 466, 425]",2,1,2,004003.jpg,printed,Rust
P04029,4,"[1, 99, 466, 623]",1,1,3,004029.jpg,printed,Gray
P04032,4,"[99, 99, 381, 601]",1,1,1,004032.jpg,plain,Tan
P04041,0,"[0, 130, 466, 623]",1,1,2,004041.jpg,plain,Gray
P04042,0,"[25, 159, 433, 529]",1,1,1,004042.jpg,plain,Gray
P04043,0,"[0, 53, 418, 623]",1,2,2,004043.jpg,plain,Gray
P04044,0,"[15, 155, 452, 659]",1,1,1,004044.jpg,printed,Pink
P04045,0,"[23, 157, 446, 622]",1,1,1,004045.jpg,printed,Charcoal
P04047,0,"[11, 477, 390, 830]",1,2,2,004047.jpg,printed,Silver
P04052,0,"[0, 257, 441, 701]",1,2,2,004052.jpg,printed,Silver
P04053,9,"[118, 0, 365, 345]",1,2,2,004053.jpg,plain,Gray
P04054,9,"[0, 60, 347, 467]",1,1,2,004054.jpg,printed,Gray
P04055,9,"[100, 192, 384, 657]",2,2,1,004055.jpg,printed,Gray
P04056,9,"[271, 153, 479, 470]",2,2,1,004056.jpg,printed,Gray
P04061,9,"[105, 1, 325, 374]",1,2,2,004061.jpg,printed,Gray
P04062,9,"[128, 0, 408, 373]",1,2,2,004062.jpg,printed,Tan
P04063,9,"[147, 1, 361, 380]",2,2,2,004063.jpg,printed,Gray
P04064,9,"[205, 345, 624, 923]",2,2,1,004064.jpg,printed,Silver
P04065,9,"[228, 162, 599, 798]",1,2,1,004065.jpg,printed,Silver
P04066,9,"[206, 146, 580, 797]",1,3,1,004066.jpg,printed,Silver
P04067,9,"[237, 170, 595, 798]",1,2,1,004067.jpg,printed,Silver
P04068,9,"[226, 239, 619, 844]",2,3,1,004068.jpg,printed,Silver
P04069,9,"[209, 144, 646, 789]",1,2,1,004069.jpg,printed,Silver
P04070,9,"[98, 169, 428, 701]",1,2,1,004070.jpg,printed,Silver
P04076,11,"[0, 290, 464, 831]",2,2,2,004076.jpg,stripes,Silver
P04077,11,"[59, 33, 335, 466]",1,1,1,004077.jpg,plain,Gray
P04078,11,"[0, 98, 467, 831]",1,1,2,004078.jpg,plain,Gray
P04079,11,"[0, 127, 467, 831]",1,2,2,004079.jpg,plain,Silver
P04080,11,"[115, 274, 333, 630]",2,2,1,004080.jpg,printed,Tan
P04081,11,"[312, 276, 558, 579]",2,2,1,004081.jpg,printed,Charcoal
P04082,11,"[69, 275, 295, 634]",2,2,1,004082.jpg,printed,Tan
P04083,11,"[106, 266, 291, 562]",2,2,1,004083.jpg,plain,Silver
P04084,11,"[68, 278, 325, 583]",1,2,1,004084.jpg,printed,Charcoal
P04085,11,"[187, 163, 511, 805]",2,2,1,004085.jpg,plain,Silver
P04090,11,"[1, 179, 388, 623]",1,2,2,004090.jpg,plain,Charcoal
P04113,7,"[70, 0, 351, 534]",1,2,2,004113.jpg,plain,Charcoal
P04130,1,"[0, 80, 466, 623]",1,1,2,004130.jpg,printed,Tan
P04131,1,"[47, 103, 411, 665]",1,3,1,004131.jpg,plain,Gray
P04132,1,"[0, 0, 373, 668]",1,2,2,004132.jpg,plain,Gray
P04156,7,"[120, 54, 571, 565]",1,3,3,004156.jpg,plain,Rust
P04157,7,"[107, 0, 349, 563]",1,2,2,004157.jpg,plain,Rust
P04158,7,"[137, 38, 647, 546]",1,2,3,004158.jpg,cartoon,Rust
P04159,7,"[0, 0, 467, 547]",1,2,2,004159.jpg,plain,Charcoal
P04160,7,"[332, 54, 548, 534]",1,2,2,004160.jpg,plain,Bronze
P04161,7,"[291, 18, 488, 487]",1,2,2,004161.jpg,printed,Rust
P04163,7,"[281, 65, 493, 548]",1,2,2,004163.jpg,printed,Rust
P04164,7,"[250, 97, 601, 561]",1,3,2,004164.jpg,plain,Rust
P04165,7,"[300, 41, 502, 511]",1,2,1,004165.jpg,plain,Bronze
P04166,7,"[326, 40, 574, 527]",1,2,2,004166.jpg,printed,Gray
P04167,7,"[0, 12, 466, 830]",1,1,3,004167.jpg,plain,Gray
P04169,7,"[291, 23, 492, 551]",1,2,1,004169.jpg,plain,Silver
P04170,7,"[204, 48, 547, 497]",1,2,3,004170.jpg,plain,Gray
P04174,7,"[279, 27, 462, 516]",1,3,1,004174.jpg,plain,Silver
P04176,1,"[5, 139, 466, 623]",2,2,2,004176.jpg,printed,Gray
P04177,1,"[46, 159, 328, 464]",2,3,2,004177.jpg,plain,Charcoal
P04180,1,"[3, 274, 467, 701]",1,2,2,004180.jpg,plain,Charcoal
P04183,0,"[0, 64, 466, 623]",1,1,3,004183.jpg,printed,Gray
P04184,0,"[8, 325, 511, 751]",2,2,1,004184.jpg,printed,Gray
P04186,0,"[65, 273, 559, 737]",2,2,2,004186.jpg,plain,Tan
P04190,0,"[2, 95, 467, 602]",1,1,3,004190.jpg,plain,Charcoal
P04191,0,"[1, 148, 467, 692]",1,1,2,004191.jpg,plain,Charcoal
P04193,0,"[1, 160, 461, 570]",1,1,2,004193.jpg,plain,Charcoal
P04202,0,"[15, 183, 467, 551]",1,1,1,004202.jpg,plain,Silver
P04203,0,"[8, 203, 467, 551]",1,1,1,004203.jpg,plain,Lavender
P04204,0,"[12, 201, 452, 553]",1,1,1,004204.jpg,plain,Silver
P04207,0,"[7, 190, 462, 538]",1,1,1,004207.jpg,plain,Lavender
P04209,0,"[20, 191, 463, 533]",1,1,1,004209.jpg,printed,Pink
P04211,0,"[10, 209, 467, 570]",1,1,1,004211.jpg,plain,Gray
P04216,0,"[0, 22, 622, 467]",1,1,2,004216.jpg,plain,Charcoal
P04219,0,"[14, 76, 421, 597]",1,1,1,004219.jpg,plain,Gray
P04222,0,"[192, 84, 583, 635]",1,3,1,004222.jpg,plain,Silver
P04229,7,"[250, 21, 547, 740]",2,2,1,004229.jpg,plain,Gray
P04235,6,"[0, 0, 467, 303]",1,1,3,004235.jpg,plain,Gray
P04237,0,"[111, 207, 457, 606]",2,3,1,004237.jpg,plain,Tan
P04246,0,"[21, 41, 462, 536]",1,1,1,004246.jpg,printed,Gray
P04254,0,"[1, 351, 405, 830]",1,2,2,004254.jpg,plain,Silver
P04259,0,"[0, 13, 466, 694]",1,1,3,004259.jpg,printed,Gray
P04261,0,"[0, 43, 350, 467]",1,1,2,004261.jpg,printed,Charcoal
P04262,0,"[0, 79, 466, 623]",1,1,3,004262.jpg,printed,Gray
P04263,0,"[0, 0, 466, 553]",1,1,3,004263.jpg,printed,Gray
P04264,0,"[1, 76, 466, 623]",1,1,3,004264.jpg,printed,Gray
P04265,0,"[0, 0, 464, 622]",1,2,3,004265.jpg,printed,Gray
P04267,0,"[33, 25, 466, 623]",1,1,2,004267.jpg,printed,Gray
P04268,0,"[3, 91, 465, 580]",1,1,2,004268.jpg,printed,Gray
P04269,0,"[0, 6, 466, 623]",1,1,3,004269.jpg,plain,Gray
P04279,11,"[100, 187, 467, 624]",2,3,2,004279.jpg,printed,Gray
P04280,11,"[10, 1, 467, 623]",1,2,3,004280.jpg,printed,Rust
P04281,11,"[19, 132, 299, 399]",1,3,1,004281.jpg,printed,Gray
P04282,11,"[68, 10, 382, 684]",2,2,1,004282.jpg,plain,Charcoal
P04283,11,"[80, 37, 343, 675]",2,2,1,004283.jpg,plain,Rust
P04284,11,"[148, 9, 459, 599]",1,2,1,004284.jpg,plain,Charcoal
P04285,11,"[188, 7, 437, 623]",2,2,1,004285.jpg,plain,Charcoal
P04286,11,"[189, 18, 429, 639]",1,3,1,004286.jpg,printed,Brown
P04287,11,"[190, 36, 432, 603]",2,2,1,004287.jpg,plain,Rust
P04288,11,"[160, 3, 457, 615]",1,2,1,004288.jpg,plain,Charcoal
P04289,11,"[187, 18, 462, 608]",2,2,1,004289.jpg,printed,Brown
P04290,11,"[174, 3, 447, 639]",2,2,1,004290.jpg,plain,Charcoal
P04291,11,"[92, 165, 365, 623]",1,2,2,004291.jpg,stripes,Silver
P04292,11,"[199, 223, 406, 585]",2,2,1,004292.jpg,plain,Tan
P04293,11,"[28, 199, 398, 692]",2,2,1,004293.jpg,printed,Tan
P04294,11,"[181, 245, 445, 641]",1,2,1,004294.jpg,plain,Silver
P04295,11,"[16, 260, 573, 958]",2,3,1,004295.jpg,printed,Tan
P04296,11,"[0, 1, 638, 959]",1,2,2,004296.jpg,printed,Silver
P04313,9,"[0, 152, 382, 639]",1,1,2,004313.jpg,printed,Gray
P04318,9,"[14, 83, 442, 665]",1,1,1,004318.jpg,printed,Gray
P04321,8,"[13, 63, 350, 436]",1,1,3,004321.jpg,plain,Gray
P04322,8,"[135, 96, 819, 785]",2,2,1,004322.jpg,plain,Gray
P04323,8,"[15, 116, 455, 670]",1,1,1,004323.jpg,plain,Lavender
P04324,8,"[46, 33, 815, 840]",2,2,1,004324.jpg,plain,Charcoal
P04327,8,"[32, 167, 635, 834]",2,2,1,004327.jpg,plain,Gray
P04328,8,"[1, 3, 879, 874]",2,2,1,004328.jpg,plain,Charcoal
P04335,8,"[189, 0, 445, 581]",1,3,2,004335.jpg,plain,Charcoal
P04337,0,"[0, 198, 466, 831]",2,2,2,004337.jpg,plain,Charcoal
P04338,0,"[0, 18, 466, 803]",1,2,2,004338.jpg,plain,Charcoal
P04339,0,"[121, 122, 467, 623]",2,2,2,004339.jpg,plain,Charcoal
P04340,0,"[21, 196, 467, 623]",1,2,2,004340.jpg,printed,Charcoal
P04341,0,"[0, 30, 466, 673]",1,2,2,004341.jpg,plain,Charcoal
P04342,0,"[0, 0, 467, 623]",1,2,3,004342.jpg,plain,Charcoal
P04343,0,"[0, 108, 466, 648]",1,1,2,004343.jpg,plain,Lavender
P04344,0,"[43, 482, 765, 1276]",2,2,1,004344.jpg,plain,Charcoal
P04345,0,"[0, 94, 467, 654]",1,1,2,004345.jpg,printed,Charcoal
P04346,11,"[0, 0, 409, 663]",1,3,2,004346.jpg,plain,Tan
P04347,11,"[222, 187, 463, 467]",1,3,1,004347.jpg,plain,Silver
P04348,11,"[9, 46, 394, 701]",2,2,1,004348.jpg,plain,Silver
P04349,11,"[216, 169, 353, 419]",2,2,1,004349.jpg,plain,Silver
P04350,11,"[235, 87, 368, 373]",2,3,1,004350.jpg,plain,Silver
P04351,11,"[120, 42, 471, 639]",2,2,1,004351.jpg,plain,Silver
P04352,11,"[139, 125, 363, 621]",1,3,1,004352.jpg,plain,Silver
P04353,0,"[0, 27, 456, 623]",1,3,1,004353.jpg,printed,Gray
P04354,0,"[1, 43, 466, 621]",1,2,1,004354.jpg,printed,Charcoal
P04357,0,"[0, 49, 430, 626]",1,2,1,004357.jpg,plain,Charcoal
P04358,0,"[0, 254, 464, 830]",1,2,2,004358.jpg,plain,Gray
P04359,0,"[1, 48, 466, 623]",1,1,1,004359.jpg,plain,Gray
P04360,0,"[6, 309, 464, 830]",1,2,1,004360.jpg,plain,Gray
P04361,0,"[0, 1, 467, 414]",1,2,1,004361.jpg,plain,Tan
P04362,0,"[0, 0, 467, 262]",1,1,1,004362.jpg,plain,Gray
P04363,0,"[0, 305, 464, 830]",1,2,1,004363.jpg,plain,Gray
P04364,0,"[0, 252, 405, 831]",1,2,1,004364.jpg,plain,Gray
P04367,0,"[8, 206, 465, 624]",1,3,1,004367.jpg,plain,Silver
P04368,0,"[22, 331, 360, 703]",1,2,1,004368.jpg,plain,Gray
P04369,0,"[0, 102, 407, 831]",1,2,1,004369.jpg,plain,Silver
P04370,0,"[2, 4, 466, 621]",1,2,1,004370.jpg,printed,Charcoal
P04371,0,"[42, 338, 466, 623]",1,3,1,004371.jpg,plain,Charcoal
P04372,0,"[0, 107, 417, 623]",1,1,2,004372.jpg,plain,Charcoal
P04373,0,"[1, 58, 439, 623]",1,3,1,004373.jpg,plain,Gray
P04375,0,"[3, 46, 488, 467]",1,1,1,004375.jpg,plain,Gray
P04376,0,"[0, 124, 465, 624]",1,1,1,004376.jpg,plain,Tan
P04377,0,"[0, 222, 465, 624]",1,2,1,004377.jpg,plain,Pink
P04378,0,"[0, 275, 458, 623]",1,2,1,004378.jpg,plain,Charcoal
P04380,0,"[0, 2, 454, 660]",1,2,2,004380.jpg,plain,Silver
P04383,0,"[275, 189, 478, 499]",1,3,1,004383.jpg,plain,Charcoal
P04384,0,"[338, 11, 542, 447]",1,3,1,004384.jpg,plain,Charcoal
P04386,0,"[303, 2, 480, 370]",1,2,1,004386.jpg,plain,Charcoal
P04388,0,"[237, 0, 520, 383]",2,2,1,004388.jpg,plain,Charcoal
P04390,0,"[223, 19, 474, 475]",2,3,1,004390.jpg,plain,Gray
P04391,0,"[294, 2, 575, 430]",1,2,1,004391.jpg,plain,Charcoal
P04396,9,"[39, 62, 400, 522]",1,1,1,004396.jpg,plain,Gray
P04397,9,"[319, 131, 541, 610]",1,2,1,004397.jpg,plain,Gray
P04398,9,"[83, 21, 395, 701]",1,2,2,004398.jpg,printed,Tan
P04399,9,"[214, 150, 594, 780]",1,2,1,004399.jpg,plain,Gray
P04400,9,"[315, 129, 530, 603]",1,2,1,004400.jpg,stripes,Silver
P04401,9,"[229, 148, 487, 714]",1,2,1,004401.jpg,stripes,Gray
P04402,9,"[201, 156, 561, 788]",1,2,1,004402.jpg,plain,Gray
P04403,9,"[159, 256, 671, 1233]",1,2,1,004403.jpg,letter_numb,Gray
P04404,9,"[82, 34, 401, 701]",1,2,2,004404.jpg,plain,Gray
P04405,9,"[316, 131, 529, 603]",1,2,1,004405.jpg,printed,Tan
P04406,9,"[24, 12, 461, 610]",2,2,1,004406.jpg,printed,Gray
P04407,10,"[36, 26, 377, 449]",1,2,2,004407.jpg,printed,Charcoal
P04408,10,"[151, 89, 353, 436]",1,2,1,004408.jpg,plain,Charcoal
P04409,10,"[5, 325, 576, 861]",1,2,2,004409.jpg,plain,Charcoal
P04410,10,"[59, 177, 368, 620]",1,2,1,004410.jpg,plain,Gray
P04411,10,"[152, 209, 416, 587]",1,3,1,004411.jpg,plain,Charcoal
P04412,10,"[158, 206, 339, 601]",2,2,1,004412.jpg,plain,Charcoal
P04413,10,"[219, 275, 348, 562]",2,2,1,004413.jpg,plain,Charcoal
P04414,10,"[147, 205, 481, 606]",1,2,1,004414.jpg,plain,Gray
P04415,10,"[32, 209, 426, 671]",1,3,1,004415.jpg,plain,Gray
P04416,10,"[148, 223, 405, 636]",1,2,1,004416.jpg,printed,Charcoal
P04427,9,"[49, 283, 399, 585]",1,2,1,004427.jpg,printed,Charcoal
P04428,9,"[167, 151, 472, 474]",1,2,1,004428.jpg,printed,Gray
P04429,9,"[290, 245, 767, 978]",2,2,1,004429.jpg,printed,Gray
P04430,9,"[143, 202, 468, 665]",1,2,2,004430.jpg,printed,Gray
P04431,9,"[104, 123, 325, 534]",2,2,1,004431.jpg,printed,Gray
P04432,9,"[277, 208, 597, 708]",1,2,1,004432.jpg,plain,Gray
P04433,9,"[255, 337, 588, 945]",2,2,1,004433.jpg,plain,Gray
P04434,9,"[90, 405, 707, 999]",1,2,2,004434.jpg,printed,Gray
P04435,9,"[133, 32, 445, 509]",2,2,1,004435.jpg,printed,Gray
P04436,9,"[187, 304, 723, 1099]",2,2,2,004436.jpg,printed,Gray
P04437,6,"[33, 0, 387, 322]",1,2,2,004437.jpg,plain,Charcoal
P04439,6,"[194, 87, 667, 632]",2,3,1,004439.jpg,plain,Charcoal
P04441,6,"[208, 178, 681, 668]",1,2,1,004441.jpg,plain,Charcoal
P04445,6,"[39, 155, 454, 586]",1,2,1,004445.jpg,plain,Charcoal
P04449,11,"[81, 202, 348, 623]",3,2,2,004449.jpg,plain,Gray
P04450,11,"[40, 277, 467, 830]",2,3,2,004450.jpg,plain,Gray
P04451,11,"[113, 181, 320, 552]",2,2,1,004451.jpg,plain,Silver
P04452,11,"[32, 227, 309, 623]",2,2,2,004452.jpg,plain,Gray
P04453,11,"[71, 355, 466, 830]",1,2,2,004453.jpg,plain,Tan
P04454,11,"[331, 209, 515, 491]",2,2,1,004454.jpg,plain,Gray
P04455,11,"[267, 322, 605, 885]",2,2,1,004455.jpg,plain,Gray
P04456,11,"[74, 176, 467, 701]",2,3,2,004456.jpg,plain,Tan
P04457,11,"[163, 280, 467, 701]",2,3,2,004457.jpg,plain,Tan
P04458,11,"[289, 484, 504, 852]",2,2,1,004458.jpg,plain,Charcoal
P04459,11,"[54, 150, 368, 638]",2,2,1,004459.jpg,plain,Gray
P04460,11,"[365, 147, 637, 614]",2,2,1,004460.jpg,plain,Gray
P04461,11,"[250, 176, 793, 787]",2,2,2,004461.jpg,plain,Gray
P04462,11,"[233, 595, 741, 1319]",1,2,2,004462.jpg,plain,Silver
P04463,11,"[176, 333, 525, 869]",2,2,1,004463.jpg,plain,Gray
P04464,11,"[97, 227, 367, 701]",2,2,1,004464.jpg,plain,Charcoal
P04466,6,"[166, 51, 450, 375]",1,2,1,004466.jpg,printed,Tan
P04467,6,"[130, 32, 329, 274]",2,2,1,004467.jpg,printed,Gray
P04468,6,"[30, 30, 431, 424]",2,2,1,004468.jpg,plain,Silver
P04469,11,"[13, 199, 381, 623]",2,3,2,004469.jpg,plain,Gray
P04470,11,"[0, 5, 466, 582]",1,1,2,004470.jpg,plain,Gray
P04471,11,"[240, 160, 442, 510]",2,2,1,004471.jpg,plain,Tan
P04472,11,"[225, 256, 392, 514]",1,2,1,004472.jpg,plain,Charcoal
P04473,11,"[151, 130, 316, 350]",1,2,1,004473.jpg,printed,Silver
P04474,11,"[149, 191, 291, 412]",1,2,1,004474.jpg,plain,Charcoal
P04475,11,"[232, 233, 415, 502]",2,2,1,004475.jpg,plain,Silver
P04476,11,"[231, 250, 397, 471]",1,2,1,004476.jpg,plain,Charcoal
P04477,11,"[178, 125, 322, 372]",2,2,1,004477.jpg,plain,Tan
P04478,11,"[225, 240, 391, 523]",2,3,1,004478.jpg,plain,Gray
